# t Temp Pres Epot Etot
5.400000 2.016292 28.725942 -1414.559514 -640.303327
5.450000 2.020170 28.258364 -1433.845700 -658.100591
5.500000 2.032967 28.965678 -1403.789493 -623.130270
5.550000 2.023794 28.084156 -1443.729398 -666.592592
5.600000 2.000108 29.444598 -1377.048484 -609.007020
5.650000 2.013330 28.802996 -1408.394739 -635.276134
5.700000 2.007496 28.682835 -1412.031371 -641.152959
5.750000 2.024541 28.294927 -1434.713129 -657.289399
5.800000 1.993029 28.269247 -1434.541180 -669.217991
5.850000 1.969640 29.416660 -1384.800198 -628.458499
5.900000 2.014980 29.501660 -1379.082545 -605.330298
5.950000 2.038504 29.294690 -1386.730199 -603.944669
6.000000 1.974320 27.891603 -1449.207825 -691.069100
6.050000 1.987114 27.884474 -1448.865812 -685.814074
6.100000 1.978022 28.399256 -1422.581278 -663.020915
6.150000 2.009155 29.060152 -1395.467795 -623.952392
6.200000 1.984329 29.625870 -1371.679971 -609.697672
6.250000 2.012806 28.802375 -1409.906147 -636.988624
6.300000 2.016661 29.583026 -1374.827122 -600.429434
6.350000 1.981450 29.112204 -1390.170763 -629.293956
6.400000 2.001891 28.801271 -1408.202963 -639.477009
6.450000 1.976174 29.071891 -1394.254158 -635.403258
6.500000 1.985206 29.652798 -1367.725963 -605.407005
6.550000 2.020653 28.522743 -1422.002081 -646.071229
6.600000 2.010115 27.998181 -1444.220337 -672.336089
6.650000 2.010191 28.913063 -1402.874190 -630.961029
6.700000 2.024410 28.580394 -1419.017316 -641.643815
6.750000 1.986669 29.006204 -1397.995953 -635.114965
6.800000 2.022353 27.570722 -1466.793215 -690.209755
6.850000 2.007130 29.744785 -1365.299579 -594.561687
6.900000 2.002135 28.055756 -1442.919961 -674.100096
6.950000 2.029731 29.421649 -1383.708227 -604.291387
7.000000 2.018995 28.492085 -1421.989882 -646.695634
7.050000 1.993191 28.949710 -1402.853311 -637.468018
7.100000 2.034250 29.329161 -1387.663545 -606.511554
7.150000 1.989547 28.548236 -1418.558344 -654.572183
7.200000 2.010700 28.476903 -1426.202073 -654.093266
7.250000 1.991231 29.513474 -1377.348034 -612.715291
7.300000 1.993224 27.393597 -1472.490770 -707.092747
7.350000 1.981188 30.744367 -1320.932591 -560.156451
7.400000 2.040446 27.883282 -1455.217384 -671.686111
7.450000 2.014369 28.236125 -1432.414950 -658.897369
7.500000 1.996372 16.757673 -1561.825748 -795.218805
7.550000 1.996801 16.994826 -1553.604753 -786.833100
7.600000 2.007761 17.863698 -1511.387905 -740.407502
7.650000 1.989436 16.948362 -1554.924487 -790.980888
7.700000 2.013067 16.833546 -1562.249287 -789.231672
7.750000 1.984975 18.288826 -1493.448356 -731.217841
7.800000 2.016586 18.422375 -1487.463573 -713.094544
7.850000 1.978924 18.255532 -1491.420043 -731.513405
7.900000 1.978963 18.387015 -1490.273149 -730.351249
7.950000 2.015922 17.470436 -1533.250473 -759.136351
8.000000 2.021157 17.826906 -1512.224566 -736.100411
8.050000 1.973128 17.001730 -1549.577362 -791.896325
8.100000 2.004837 17.680868 -1517.803095 -747.945652
8.150000 2.016814 16.662187 -1565.751957 -791.295329
8.200000 1.959102 17.176936 -1540.667863 -788.372857
8.250000 1.953854 19.061192 -1452.919811 -702.639931
8.300000 2.020192 17.902292 -1513.220344 -737.466776
8.350000 1.978914 18.008256 -1502.467264 -742.564422
8.400000 2.020048 16.067771 -1598.451823 -822.753357
8.450000 1.990682 17.664333 -1517.129287 -752.707460
8.500000 2.003027 16.830129 -1560.318883 -791.156630
8.550000 1.997493 16.828887 -1560.527838 -793.490450
8.600000 1.983926 19.169038 -1452.526376 -690.698684
8.650000 1.989241 17.625160 -1525.424806 -761.556314
8.700000 2.045150 18.410256 -1490.016157 -704.678454
8.750000 1.980180 16.831463 -1555.362338 -794.973371
8.800000 2.003723 16.676444 -1565.857283 -796.427463
8.850000 2.012375 17.818024 -1508.924166 -736.172142
8.900000 2.022045 17.716632 -1520.868606 -744.403277
8.950000 1.988704 16.495631 -1584.290639 -820.628277
9.000000 2.018225 17.681596 -1522.371203 -747.372791
9.050000 1.960834 18.685532 -1468.523937 -715.563846
9.100000 2.050485 18.378947 -1488.501055 -701.114678
9.150000 1.967177 17.656532 -1520.657404 -765.261586
9.200000 2.023498 17.827294 -1515.793831 -738.770456
9.250000 1.996483 17.312004 -1539.904493 -773.255090
9.300000 2.003060 17.130315 -1551.419138 -782.243964
9.350000 2.021235 17.274788 -1538.746992 -762.592731
9.400000 1.982937 16.208119 -1590.783668 -829.335696
9.450000 1.967817 18.168241 -1501.247555 -745.605893
9.500000 2.035977 17.255038 -1544.776385 -762.961253
9.550000 1.980988 17.664443 -1521.011234 -760.312011
9.600000 1.983604 17.815281 -1514.885540 -753.181735
9.650000 2.000876 18.598689 -1476.784438 -708.448148
9.700000 1.980088 17.864975 -1512.669555 -752.315593
9.750000 2.011726 17.601090 -1530.625494 -758.122807
9.800000 2.015606 18.092314 -1502.423762 -728.430978
9.850000 1.963311 17.559485 -1524.277626 -770.366208
9.900000 1.989611 18.420750 -1485.225360 -721.214577
9.950000 1.990660 17.981507 -1504.266474 -739.853199
10.000000 1.984420 17.692399 -1520.594497 -758.577128
10.050000 1.993035 17.860790 -1510.638306 -745.312979
10.100000 1.981191 17.461152 -1532.823064 -772.045788
10.150000 1.966340 19.118006 -1454.287933 -699.213281
10.200000 2.027223 18.808475 -1472.293839 -693.840351
10.250000 2.007117 18.357548 -1489.470716 -718.737872
10.300000 2.026146 17.648556 -1524.064322 -746.024409
10.350000 1.998545 17.001890 -1555.641787 -788.200352
10.400000 2.008463 15.232743 -1637.664695 -866.414912
10.450000 1.962496 17.561510 -1527.092764 -773.494271
10.500000 2.004163 17.670310 -1519.088584 -749.490087
10.550000 2.002300 17.125458 -1550.341208 -781.457854
10.600000 2.007600 17.956631 -1510.723999 -739.805451
10.650000 2.002309 18.383001 -1486.772162 -717.885388
10.700000 2.016067 17.318461 -1537.500604 -763.330983
10.750000 1.977728 18.116907 -1502.233726 -742.786056
10.800000 1.959234 18.470460 -1479.793321 -727.447463
10.850000 2.004493 17.268837 -1542.478294 -772.752924
10.900000 2.015685 16.875848 -1560.718414 -786.695261
10.950000 1.982648 17.701693 -1520.152161 -758.815148
11.000000 2.015361 17.563869 -1528.586783 -754.688100
11.050000 2.002437 17.986954 -1504.127554 -735.191732
11.100000 1.972638 18.190499 -1498.692824 -741.199692
11.150000 1.999436 16.735688 -1564.979143 -797.195859
11.200000 1.972369 17.814510 -1516.729719 -759.340156
11.250000 2.027559 18.549907 -1485.179933 -706.597366
11.300000 2.024953 17.066415 -1552.301793 -774.719979
11.350000 2.032924 16.932505 -1556.879967 -776.236980
11.400000 1.978902 17.056935 -1546.303138 -786.404693
11.450000 1.997745 17.351978 -1538.006252 -770.872098
11.500000 1.979391 17.695457 -1521.459819 -761.373674
11.550000 1.936981 20.141792 -1404.453111 -660.652404
11.600000 2.062198 18.184840 -1505.425802 -713.541844
11.650000 1.988691 18.485047 -1483.370406 -719.712927
11.700000 1.992280 17.235635 -1543.551718 -778.516321
11.750000 1.990716 16.150461 -1595.251279 -830.816316
11.800000 2.005573 17.511102 -1528.340899 -758.201024
11.850000 1.987758 17.907188 -1510.170312 -746.871394
11.900000 2.011317 18.258153 -1498.051979 -725.706311
11.950000 1.993154 18.648304 -1474.315776 -708.944760
12.000000 1.977435 16.141015 -1594.990176 -835.655085
12.050000 2.022069 18.270723 -1491.782604 -715.308267
12.100000 1.988768 17.529415 -1528.439542 -764.752652
12.150000 2.019407 16.814857 -1562.680142 -787.227947
12.200000 1.980784 17.846110 -1514.903880 -754.282750
12.250000 2.007922 18.791621 -1466.524020 -695.481985
12.300000 1.999331 17.358753 -1534.985328 -767.242055
12.350000 2.015667 17.272939 -1540.778969 -766.762801
12.400000 1.983170 17.023055 -1551.091488 -789.554252
12.450000 1.985342 16.731242 -1565.299764 -802.928564
12.500000 1.999649 18.211610 -1493.554088 -725.688895
12.550000 1.980383 17.584186 -1526.185619 -765.718394
12.600000 2.027902 17.977390 -1509.368546 -730.654279
12.650000 1.989921 17.839662 -1516.503446 -752.373597
12.700000 1.990633 18.435133 -1489.234024 -724.830984
12.750000 1.999549 17.377905 -1539.195093 -771.368095
12.800000 2.021853 18.919822 -1464.422643 -688.030907
12.850000 1.992844 17.192011 -1543.681458 -778.429355
12.900000 1.999403 16.589423 -1571.583430 -803.812822
12.950000 2.023620 16.403678 -1582.518450 -805.448394
13.000000 1.991356 17.378348 -1528.744720 -764.064012
13.050000 1.978145 16.710883 -1565.881430 -806.273711
13.100000 2.025685 17.897971 -1510.620838 -732.757839
13.150000 2.005313 15.901382 -1600.458927 -830.418853
13.200000 1.961438 18.740808 -1464.089697 -710.897544
13.250000 2.013204 18.196946 -1501.103195 -728.032742
13.300000 1.993387 17.715238 -1525.026505 -759.565974
13.350000 1.984266 16.919032 -1562.471387 -800.513089
13.400000 1.970829 18.008227 -1503.173912 -746.375654
13.450000 1.994091 17.525488 -1527.758034 -762.027241
13.500000 1.988822 17.475828 -1530.455837 -766.748026
13.550000 2.037717 16.806505 -1562.943456 -780.460293
13.600000 2.004111 16.780670 -1564.337793 -794.759029
13.650000 2.015141 18.159164 -1497.512175 -723.698208
13.700000 2.013320 18.393135 -1483.850646 -710.735642
13.750000 2.022430 17.134451 -1550.851540 -774.238458
13.800000 1.993177 17.763300 -1518.789094 -753.409168
13.850000 2.006034 18.004676 -1508.056513 -737.739506
13.900000 1.978082 18.173508 -1499.034749 -739.451087
13.950000 2.013283 18.881114 -1463.234998 -690.134180
14.000000 2.012923 17.673181 -1519.973979 -747.011666
14.050000 2.020230 17.161130 -1548.213885 -772.445689
14.100000 2.003651 16.468702 -1578.682679 -809.280871
14.150000 2.010568 17.423039 -1531.796586 -759.738616
14.200000 1.986782 18.251133 -1489.432286 -726.508043
14.250000 2.023126 17.704823 -1517.482249 -740.601698
14.300000 1.994232 17.990223 -1506.856957 -741.071880
14.350000 2.013918 17.054327 -1550.837369 -777.492676
14.400000 1.982867 16.728430 -1565.073757 -803.652856
14.450000 1.966135 18.510112 -1483.721341 -728.725545
14.500000 1.989235 18.564333 -1478.581830 -714.715563
14.550000 1.994346 18.914956 -1458.843666 -693.014729
14.600000 2.002176 18.527652 -1480.874539 -712.038877
14.650000 1.998755 17.002404 -1553.817031 -786.295186
14.700000 1.999796 17.883391 -1510.906055 -742.984223
14.750000 1.980830 17.781826 -1514.945847 -754.306948
14.800000 2.007786 16.353179 -1582.799520 -811.809833
14.850000 1.982406 17.589869 -1520.478013 -759.234079
14.900000 1.990182 18.023613 -1501.130923 -736.901226
14.950000 2.016267 18.081289 -1500.625227 -726.378756
15.000000 1.998281 14.418902 -1328.810703 -561.470873
15.050000 2.003747 14.004976 -1348.369034 -578.930198
15.100000 2.006623 13.113851 -1396.995007 -626.451820
15.150000 1.990409 14.081963 -1347.783877 -583.466752
15.200000 2.021130 14.836720 -1309.198488 -533.084728
15.250000 1.962925 14.180327 -1335.649120 -581.885773
15.300000 2.002343 14.103557 -1344.185473 -575.285872
15.350000 1.998802 14.141917 -1344.779631 -577.239747
15.400000 1.999575 13.905657 -1351.314172 -583.477562
15.450000 2.008693 14.587545 -1318.955292 -547.617308
15.500000 1.990773 14.290779 -1343.124192 -578.667418
15.550000 2.000679 14.315169 -1345.685305 -577.424601
15.600000 2.026841 14.479592 -1337.035852 -558.728823
15.650000 1.972920 14.273035 -1339.440833 -581.839460
15.700000 2.001871 15.477642 -1268.059125 -499.340620
15.750000 1.987048 13.888024 -1354.575485 -591.549177
15.800000 1.987436 15.270391 -1287.144286 -523.968732
15.850000 1.960251 15.561806 -1275.679211 -522.942650
15.900000 2.004698 15.990727 -1254.285482 -484.481512
15.950000 1.997187 15.296055 -1284.425656 -517.505945
16.000000 2.027987 13.931235 -1355.145461 -576.398608
16.050000 1.991120 14.894204 -1303.810331 -539.220295
16.100000 1.993209 15.015095 -1296.249260 -530.857036
16.150000 2.029342 15.058613 -1299.071061 -519.803715
16.200000 1.989584 15.649963 -1267.671911 -503.671611
16.250000 2.007092 14.335925 -1335.975137 -565.252001
16.300000 1.972398 13.850612 -1362.936285 -605.535395
16.350000 2.018155 14.272980 -1346.265501 -571.294133
16.400000 1.965295 14.805611 -1309.630653 -554.957255
16.450000 2.000496 15.844030 -1255.758141 -487.567665
16.500000 1.951768 15.277476 -1282.212342 -532.733451
16.550000 2.021002 15.705566 -1264.752449 -488.687770
16.600000 2.007520 15.467811 -1283.027277 -512.139510
16.650000 2.005328 15.408531 -1285.494580 -515.448770
16.700000 2.020980 14.310505 -1340.295794 -564.239431
16.750000 1.980783 15.057757 -1296.783614 -536.162879
16.800000 1.979581 15.211700 -1291.915203 -531.756150
16.850000 1.998866 15.247275 -1298.221808 -530.657137
16.900000 1.981266 16.311804 -1247.429922 -486.623916
16.950000 2.012166 16.477920 -1236.427067 -463.755408
17.000000 2.005996 16.045809 -1245.815823 -475.513322
17.050000 2.000296 16.848501 -1198.154177 -430.040390
17.100000 1.970621 15.464839 -1275.467604 -518.749232
17.150000 2.000566 15.608515 -1271.744532 -503.527357
17.200000 2.008976 16.189154 -1234.995647 -463.548987
17.250000 2.003043 16.031949 -1245.098726 -475.930172
17.300000 2.001771 15.353437 -1279.343578 -510.663592
17.350000 1.998263 15.733615 -1267.914551 -500.581411
17.400000 1.980905 16.306425 -1237.978199 -477.310784
17.450000 1.996930 16.455365 -1232.931103 -466.109926
17.500000 2.019980 15.462533 -1281.669019 -505.996868
17.550000 1.990324 14.768793 -1316.443387 -552.159152
17.600000 1.989819 15.214912 -1297.445753 -533.355172
17.650000 2.008734 14.991179 -1308.343681 -536.989940
17.700000 2.024250 14.957376 -1307.796217 -530.484039
17.750000 1.999785 14.876321 -1303.534625 -535.617245
17.800000 2.001765 14.842448 -1307.322752 -538.644849
17.850000 1.990612 15.439630 -1281.471463 -517.076619
17.900000 1.993138 15.213883 -1296.118559 -530.753379
17.950000 2.018828 15.021273 -1311.154949 -535.925068
18.000000 2.005268 16.131830 -1250.359786 -480.336912
18.050000 2.004217 14.397746 -1339.574074 -569.954906
18.100000 1.994502 14.718457 -1316.531591 -550.642697
18.150000 1.988105 15.591036 -1270.738398 -507.306170
18.200000 2.001293 14.991161 -1301.127132 -532.630559
18.250000 1.991365 14.641218 -1319.849536 -555.165251
18.300000 2.018366 14.483100 -1337.719611 -562.667029
18.350000 1.976732 15.087579 -1302.752295 -543.687193
18.400000 1.974568 15.871721 -1258.742966 -500.509008
18.450000 1.985864 15.925806 -1262.064716 -499.492982
18.500000 1.995847 15.325877 -1286.400919 -519.995551
18.550000 1.991643 15.158935 -1284.458292 -519.667276
18.600000 1.976573 16.387510 -1228.890988 -469.887144
18.650000 2.029151 16.129635 -1246.211370 -467.017322
18.700000 2.028849 15.494275 -1283.604149 -504.526150
18.750000 1.995818 14.833026 -1322.899194 -556.505078
18.800000 2.007922 14.707461 -1323.108369 -552.066170
18.850000 2.005114 14.357754 -1336.085309 -566.121471
18.900000 1.972946 14.793822 -1311.311702 -553.700319
18.950000 2.003419 15.013890 -1299.552453 -530.239586
19.000000 2.017289 14.671182 -1325.038766 -550.399805
19.050000 1.974529 15.011400 -1301.918173 -543.699221
19.100000 1.999047 13.855513 -1361.361355 -593.727269
19.150000 2.013093 14.411856 -1333.278872 -560.251285
19.200000 1.961167 13.704719 -1370.142923 -617.054633
19.250000 1.978781 15.022163 -1306.163766 -546.312048
19.300000 1.982280 15.709417 -1270.229750 -509.034175
19.350000 2.012458 14.764313 -1318.194845 -545.410886
19.400000 1.983388 15.116224 -1302.699395 -541.078283
19.450000 2.009009 14.403750 -1340.986520 -569.527171
19.500000 1.971853 15.884926 -1259.544687 -502.353019
19.550000 2.009166 15.112189 -1307.498300 -535.978637
19.600000 2.018274 13.727274 -1373.841483 -598.824163
19.650000 1.959291 15.228770 -1292.422664 -540.054926
19.700000 1.995433 15.963842 -1248.626458 -482.380246
19.750000 1.983801 15.873429 -1257.159121 -495.379699
19.800000 2.042557 16.102227 -1256.015425 -471.673568
19.850000 2.005376 14.775934 -1318.012928 -547.948379
19.900000 2.012043 15.097034 -1290.581550 -517.957050
19.950000 2.003876 13.806699 -1360.965314 -591.476853
20.000000 1.976716 14.887576 -1309.043570 -549.984516
20.050000 1.985696 15.387749 -1288.992992 -526.485865
20.100000 1.987260 15.341012 -1289.640252 -526.532260
20.150000 2.008541 15.848832 -1263.700991 -492.421371
20.200000 1.967316 15.980548 -1253.418118 -497.968610
20.250000 2.021592 15.243892 -1296.460481 -520.169067
20.300000 2.003163 15.385035 -1284.928435 -515.713753
20.350000 1.994891 14.644858 -1313.617578 -547.579442
20.400000 1.972739 15.189823 -1287.249879 -529.718167
20.450000 1.993474 14.993261 -1302.274078 -536.780139
20.500000 1.977958 15.032677 -1300.468727 -540.932916
20.550000 2.004243 15.222451 -1294.338647 -524.709171
20.600000 2.024239 14.600546 -1319.646405 -542.338492
20.650000 1.991380 13.608239 -1368.091736 -603.401739
20.700000 1.984743 13.773597 -1365.949435 -603.807950
20.750000 1.984287 14.729871 -1316.071170 -554.105150
20.800000 2.001680 15.067502 -1300.869976 -532.224867
20.850000 2.006819 15.843133 -1263.602665 -492.984319
20.900000 2.014003 15.701652 -1268.655898 -495.278745
20.950000 1.982913 15.295695 -1287.125155 -525.686371
21.000000 1.986968 15.182692 -1293.437486 -530.441956
21.050000 1.993842 14.912467 -1306.245213 -540.610071
21.100000 2.021462 15.582248 -1271.975689 -495.734439
21.150000 1.995085 16.294558 -1237.997272 -471.884665
21.200000 2.054931 15.148290 -1303.490914 -514.397300
21.250000 1.993076 15.071002 -1291.926758 -526.585628
21.300000 1.988686 14.808990 -1314.813673 -551.158383
21.350000 2.025109 16.467362 -1238.704473 -461.062654
21.400000 2.010030 15.773244 -1272.796172 -500.944695
21.450000 2.001777 15.629144 -1273.442157 -504.759768
21.500000 2.019082 16.091086 -1245.121139 -469.793507
21.550000 2.008362 15.450414 -1281.947585 -510.736741
21.600000 1.968942 15.415070 -1282.474170 -526.400364
21.650000 2.008096 15.044692 -1302.511208 -531.402477
21.700000 2.003646 14.937365 -1305.940091 -536.540071
21.750000 2.020197 15.104342 -1299.960658 -524.205138
21.800000 2.030455 14.616673 -1323.971595 -544.277037
21.850000 1.988710 15.173374 -1297.399621 -533.734925
21.900000 1.998873 15.411111 -1290.496027 -522.928808
21.950000 2.000831 14.396141 -1334.345995 -566.026724
22.000000 1.996898 14.725505 -1319.374284 -552.565347
22.050000 2.007567 14.460061 -1335.279505 -564.373829
22.100000 1.980358 14.936600 -1309.038778 -548.581424
22.150000 2.010883 16.183933 -1243.478248 -471.299286
22.200000 2.003511 14.793809 -1316.200058 -546.852009
22.250000 2.031453 15.045696 -1301.852643 -521.774600
22.300000 1.979547 15.159591 -1298.172219 -538.026197
22.350000 1.993755 16.596402 -1219.370384 -453.768403
22.400000 1.959311 15.528975 -1279.453181 -527.077688
22.450000 1.990779 16.050424 -1252.787783 -488.328804
22.500000 1.985038 8.534351 -1317.519148 -555.264525
22.550000 1.988559 9.321682 -1272.426006 -508.819355
22.600000 2.023403 8.885768 -1301.525482 -524.538832
22.650000 2.006092 8.769609 -1299.069457 -528.730073
22.700000 1.990967 8.094570 -1338.744120 -574.212661
22.750000 2.005502 9.008938 -1292.884883 -522.772295
22.800000 2.017633 9.388863 -1268.807906 -494.036736
22.850000 1.985666 9.251580 -1272.051776 -509.556008
22.900000 2.001245 9.186417 -1282.457902 -513.979800
22.950000 2.006776 9.442326 -1276.544365 -505.942331
23.000000 1.977666 8.935312 -1303.760080 -544.336211
23.050000 2.010585 9.042103 -1295.758723 -523.693996
23.100000 1.989225 9.040342 -1289.559569 -525.697100
23.150000 2.017518 8.493079 -1315.653628 -540.926716
23.200000 1.982047 8.860105 -1291.423889 -530.317863
23.250000 1.995171 8.423626 -1324.524678 -558.379044
23.300000 2.015367 8.589395 -1318.245723 -544.344637
23.350000 1.976738 8.706534 -1303.877234 -544.809777
23.400000 2.008501 8.165505 -1343.549655 -572.285231
23.450000 2.015218 8.617068 -1315.867216 -542.023592
23.500000 1.994114 8.521971 -1319.349777 -553.610062
23.550000 1.994053 8.284650 -1337.283415 -571.567182
23.600000 2.017843 8.034025 -1352.541629 -577.689805
23.650000 1.999340 8.114659 -1343.218096 -575.471486
23.700000 1.979253 8.012764 -1342.995433 -582.962285
23.750000 2.030411 7.915866 -1351.226926 -571.549163
23.800000 1.977358 8.664866 -1312.925770 -553.620260
23.850000 2.013544 9.268921 -1288.696881 -515.495800
23.900000 2.007469 9.927303 -1241.219237 -470.351161
23.950000 2.011796 8.927845 -1297.653320 -525.123514
24.000000 1.971747 9.945639 -1239.428388 -482.277490
24.050000 1.983702 9.713919 -1254.959067 -493.217638
24.100000 1.966142 10.942942 -1178.041879 -423.043499
24.150000 1.977399 10.139876 -1224.501504 -465.180477
24.200000 2.012914 9.113055 -1288.801355 -515.842357
24.250000 1.991469 8.473503 -1322.137868 -557.413930
24.300000 1.986021 8.534076 -1325.901539 -563.269597
24.350000 1.973138 9.285670 -1288.664679 -530.979714
24.400000 2.017069 8.762766 -1317.527317 -542.972681
24.450000 2.015389 9.064661 -1294.666935 -520.757368
24.500000 2.004989 7.836724 -1353.441635 -583.525777
24.550000 1.969172 8.343877 -1328.395252 -572.233258
24.600000 2.004207 9.143596 -1289.556909 -519.941256
24.650000 1.980329 9.579834 -1259.184014 -498.737775
24.700000 2.023571 9.392243 -1274.393653 -497.342443
24.750000 1.998799 8.637329 -1316.192123 -548.653394
24.800000 1.986472 8.987443 -1297.525120 -534.719902
24.850000 2.025778 9.176282 -1286.343747 -508.444950
24.900000 1.998954 8.673576 -1312.969469 -545.371218
24.950000 2.001415 9.380198 -1276.108724 -507.565214
25.000000 1.983114 8.743089 -1314.553945 -553.038054
25.050000 2.030001 8.289090 -1346.097652 -566.577351
25.100000 2.014047 9.108096 -1298.367643 -524.973785
25.150000 2.014294 9.502117 -1274.989769 -501.500887
25.200000 2.020837 9.188349 -1286.925587 -510.924306
25.250000 1.993370 9.005501 -1294.047835 -528.593869
25.300000 2.001271 9.783528 -1250.495139 -482.006945
25.350000 2.006625 9.904955 -1242.205727 -471.661903
25.400000 2.005393 8.955273 -1298.722780 -528.651909
25.450000 1.967386 9.328974 -1276.680757 -521.204684
25.500000 2.024438 9.063809 -1301.268434 -523.884203
25.550000 1.981762 10.017059 -1231.684557 -470.687987
25.600000 2.003179 8.430726 -1323.512736 -554.291829
25.650000 1.992873 9.515887 -1258.336122 -493.072780
25.700000 2.004515 8.721157 -1306.051725 -536.318007
25.750000 2.009287 8.114619 -1342.681409 -571.115070
25.800000 2.001777 7.362907 -1384.391029 -615.708740
25.850000 1.986470 7.855979 -1356.878146 -594.073789
25.900000 2.017587 8.383841 -1324.872334 -550.119081
25.950000 1.991972 8.540115 -1313.179184 -548.261989
26.000000 2.003637 8.449181 -1321.915882 -552.519122
26.050000 1.996742 9.412323 -1265.463310 -498.714339
26.100000 2.010268 8.836105 -1299.789565 -527.846588
26.150000 2.011288 8.353298 -1323.323167 -550.988523
26.200000 1.975036 8.633439 -1316.870000 -558.456155
26.250000 1.987971 9.834405 -1257.035600 -493.654728
26.300000 2.026690 9.569345 -1270.447978 -492.199012
